date,state,district,pincode,demo_age_5_17,demo_age_17_
30-10-2025,Madhya Pradesh,Sehore,466331,2,23
30-10-2025,Madhya Pradesh,Sehore,466554,1,5
30-10-2025,Madhya Pradesh,Sehore,466651,1,7
24-11-2025,Madhya Pradesh,Sehore,466221,1,3
25-11-2025,Madhya Pradesh,Sehore,466001,6,34
25-11-2025,Madhya Pradesh,Sehore,466114,0,4
25-11-2025,Madhya Pradesh,Sehore,466118,0,1
26-11-2025,Madhya Pradesh,Sehore,466120,0,3
26-11-2025,Madhya Pradesh,Sehore,466221,0,4
26-11-2025,Madhya Pradesh,Sehore,466331,2,18
26-11-2025,Madhya Pradesh,Sehore,466448,0,2
26-11-2025,Madhya Pradesh,Sehore,466665,0,7
01-12-2025,Madhya Pradesh,Sehore,466221,2,4
01-12-2025,Madhya Pradesh,Sehore,466445,3,14
02-12-2025,Madhya Pradesh,Sehore,466114,0,1
02-12-2025,Madhya Pradesh,Sehore,466125,1,3
02-12-2025,Madhya Pradesh,Sehore,466661,1,3
27-11-2025,Madhya Pradesh,Sehore,466116,4,15
27-11-2025,Madhya Pradesh,Sehore,466221,0,1
27-11-2025,Madhya Pradesh,Sehore,466651,1,1
28-11-2025,Madhya Pradesh,Sehore,466111,0,3
28-11-2025,Madhya Pradesh,Sehore,466118,2,1
28-11-2025,Madhya Pradesh,Sehore,466125,0,1
28-11-2025,Madhya Pradesh,Sehore,466445,2,9
28-11-2025,Madhya Pradesh,Sehore,466448,2,1
29-11-2025,Madhya Pradesh,Sehore,466448,1,0
29-11-2025,Madhya Pradesh,Sehore,466651,1,6
30-11-2025,Madhya Pradesh,Sehore,466111,0,1
30-11-2025,Madhya Pradesh,Sehore,466115,0,2
01-03-2025,Madhya Pradesh,Sehore,466445,64,246
01-03-2025,Madhya Pradesh,Sehore,466125,16,59
01-03-2025,Madhya Pradesh,Sehore,466111,15,104
01-07-2025,Madhya Pradesh,Sehore,466651,42,137
01-09-2025,Madhya Pradesh,Sehore,466113,0,2
01-09-2025,Madhya Pradesh,Sehore,466116,5,16
01-09-2025,Madhya Pradesh,Sehore,466651,0,10
01-09-2025,Madhya Pradesh,Sehore,466665,0,1
02-09-2025,Madhya Pradesh,Sehore,466115,1,11
02-09-2025,Madhya Pradesh,Sehore,466554,0,5
02-09-2025,Madhya Pradesh,Sehore,466665,0,3
04-09-2025,Madhya Pradesh,Sehore,466115,2,10
04-09-2025,Madhya Pradesh,Sehore,466118,0,4
03-09-2025,Madhya Pradesh,Sehore,466111,0,3
03-09-2025,Madhya Pradesh,Sehore,466331,3,13
03-09-2025,Madhya Pradesh,Sehore,466445,4,6
07-09-2025,Madhya Pradesh,Sehore,466001,0,2
07-09-2025,Madhya Pradesh,Sehore,466446,0,1
06-09-2025,Madhya Pradesh,Sehore,466221,0,3
06-09-2025,Madhya Pradesh,Sehore,466331,1,6
06-09-2025,Madhya Pradesh,Sehore,466445,2,5
08-09-2025,Madhya Pradesh,Sehore,466221,1,9
09-09-2025,Madhya Pradesh,Sehore,466114,0,2
09-09-2025,Madhya Pradesh,Sehore,466116,1,12
10-09-2025,Madhya Pradesh,Sehore,466001,6,22
10-09-2025,Madhya Pradesh,Sehore,466114,1,2
10-09-2025,Madhya Pradesh,Sehore,466446,1,2
10-09-2025,Madhya Pradesh,Sehore,466554,2,15
10-09-2025,Madhya Pradesh,Sehore,466661,0,3
11-09-2025,Madhya Pradesh,Sehore,466111,0,6
11-09-2025,Madhya Pradesh,Sehore,466125,0,2
11-09-2025,Madhya Pradesh,Sehore,466445,2,11
11-09-2025,Madhya Pradesh,Sehore,466651,0,3
11-09-2025,Madhya Pradesh,Sehore,466661,0,1
13-09-2025,Madhya Pradesh,Sehore,466221,0,2
13-09-2025,Madhya Pradesh,Sehore,466331,7,8
13-09-2025,Madhya Pradesh,Sehore,466445,2,3
13-09-2025,Madhya Pradesh,Sehore,466651,2,6
12-09-2025,Madhya Pradesh,Sehore,466001,12,29
12-09-2025,Madhya Pradesh,Sehore,466111,0,4
12-09-2025,Madhya Pradesh,Sehore,466115,4,11
12-09-2025,Madhya Pradesh,Sehore,466221,0,3
15-09-2025,Madhya Pradesh,Sehore,466445,2,11
15-09-2025,Madhya Pradesh,Sehore,466448,0,4
15-09-2025,Madhya Pradesh,Sehore,466554,1,5
16-09-2025,Madhya Pradesh,Sehore,466001,10,25
16-09-2025,Madhya Pradesh,Sehore,466113,1,2
16-09-2025,Madhya Pradesh,Sehore,466446,0,3
18-09-2025,Madhya Pradesh,Sehore,466111,1,7
18-09-2025,Madhya Pradesh,Sehore,466446,0,6
18-09-2025,Madhya Pradesh,Sehore,466448,0,4
17-09-2025,Madhya Pradesh,Sehore,466001,2,30
17-09-2025,Madhya Pradesh,Sehore,466111,0,6
17-09-2025,Madhya Pradesh,Sehore,466113,1,2
17-09-2025,Madhya Pradesh,Sehore,466115,2,8
17-09-2025,Madhya Pradesh,Sehore,466116,2,15
17-09-2025,Madhya Pradesh,Sehore,466221,0,4
17-09-2025,Madhya Pradesh,Sehore,466554,2,4
19-09-2025,Madhya Pradesh,Sehore,466221,0,3
19-09-2025,Madhya Pradesh,Sehore,466331,1,13
19-09-2025,Madhya Pradesh,Sehore,466445,4,7
19-09-2025,Madhya Pradesh,Sehore,466661,0,2
13-10-2025,Madhya Pradesh,Sehore,466111,0,1
20-09-2025,Madhya Pradesh,Sehore,466116,2,9
20-09-2025,Madhya Pradesh,Sehore,466125,0,3
20-09-2025,Madhya Pradesh,Sehore,466446,0,5
20-09-2025,Madhya Pradesh,Sehore,466651,0,8
20-09-2025,Madhya Pradesh,Sehore,466665,0,2
15-10-2025,Madhya Pradesh,Sehore,466111,0,2
15-10-2025,Madhya Pradesh,Sehore,466115,2,9
15-10-2025,Madhya Pradesh,Sehore,466120,1,7
15-10-2025,Madhya Pradesh,Sehore,466221,0,3
16-10-2025,Madhya Pradesh,Sehore,466116,1,15
16-10-2025,Madhya Pradesh,Sehore,466445,4,10
16-10-2025,Madhya Pradesh,Sehore,466554,1,10
26-10-2025,Madhya Pradesh,Sehore,466001,1,20
26-10-2025,Madhya Pradesh,Sehore,466446,2,11
18-10-2025,Madhya Pradesh,Sehore,466116,0,13
18-10-2025,Madhya Pradesh,Sehore,466120,0,2
18-10-2025,Madhya Pradesh,Sehore,466554,0,6
19-10-2025,Madhya Pradesh,Sehore,466446,1,1
19-10-2025,Madhya Pradesh,Sehore,466651,0,6
19-10-2025,Madhya Pradesh,Sehore,466665,0,3
20-10-2025,Madhya Pradesh,Sehore,466001,1,2
20-10-2025,Madhya Pradesh,Sehore,466445,4,2
20-10-2025,Madhya Pradesh,Sehore,466661,0,1
20-10-2025,Madhya Pradesh,Sehore,466665,0,2
23-10-2025,Madhya Pradesh,Sehore,466111,0,1
23-10-2025,Madhya Pradesh,Sehore,466651,0,1
24-10-2025,Madhya Pradesh,Sehore,466111,0,6
24-10-2025,Madhya Pradesh,Sehore,466125,0,1
24-10-2025,Madhya Pradesh,Sehore,466331,2,6
25-10-2025,Madhya Pradesh,Sehore,466111,0,2
25-10-2025,Madhya Pradesh,Sehore,466114,0,2
25-10-2025,Madhya Pradesh,Sehore,466331,0,3
25-10-2025,Madhya Pradesh,Sehore,466445,1,5
25-10-2025,Madhya Pradesh,Sehore,466448,0,1
27-10-2025,Madhya Pradesh,Sehore,466115,0,7
27-10-2025,Madhya Pradesh,Sehore,466125,0,1
27-10-2025,Madhya Pradesh,Sehore,466221,0,3
27-10-2025,Madhya Pradesh,Sehore,466445,1,4
28-10-2025,Madhya Pradesh,Sehore,466221,0,3
02-11-2025,Madhya Pradesh,Sehore,466116,0,3
05-11-2025,Madhya Pradesh,Sehore,466114,0,2
09-11-2025,Madhya Pradesh,Sehore,466113,1,2
12-11-2025,Madhya Pradesh,Sehore,466113,0,3
16-11-2025,Madhya Pradesh,Sehore,466115,0,1
16-11-2025,Madhya Pradesh,Sehore,466120,0,2
16-11-2025,Madhya Pradesh,Sehore,466661,0,3
04-12-2025,Madhya Pradesh,Sehore,466125,0,2
07-12-2025,Madhya Pradesh,Sehore,466114,0,2
07-12-2025,Madhya Pradesh,Sehore,466448,0,2
13-12-2025,Madhya Pradesh,Sehore,466114,0,2
14-12-2025,Madhya Pradesh,Sehore,466445,2,7
14-12-2025,Madhya Pradesh,Sehore,466554,0,1
27-12-2025,Madhya Pradesh,Sehore,466114,0,2
31-12-2025,Madhya Pradesh,Sehore,466115,1,23
31-12-2025,Madhya Pradesh,Sehore,466125,1,2
31-12-2025,Madhya Pradesh,Sehore,466331,1,24
31-12-2025,Madhya Pradesh,Sehore,466651,1,4
31-12-2025,Madhya Pradesh,Sehore,466661,1,2
25-12-2025,Madhya Pradesh,Sehore,466125,1,2
25-12-2025,Madhya Pradesh,Sehore,466445,2,2
28-12-2025,Madhya Pradesh,Sehore,466111,1,2
28-12-2025,Madhya Pradesh,Sehore,466114,1,2
28-12-2025,Madhya Pradesh,Sehore,466665,0,10
29-12-2025,Madhya Pradesh,Sehore,466111,0,2
29-12-2025,Madhya Pradesh,Sehore,466113,1,4
29-12-2025,Madhya Pradesh,Sehore,466120,1,1
29-12-2025,Madhya Pradesh,Sehore,466554,0,12
29-12-2025,Madhya Pradesh,Sehore,466651,1,4
01-01-2026,Madhya Pradesh,Sehore,466001,2,25
01-01-2026,Madhya Pradesh,Sehore,466111,1,2
01-01-2026,Madhya Pradesh,Sehore,466115,1,13
01-01-2026,Madhya Pradesh,Sehore,466445,3,0
03-01-2026,Madhya Pradesh,Sehore,466221,0,3
03-01-2026,Madhya Pradesh,Sehore,466331,0,8
03-01-2026,Madhya Pradesh,Sehore,466661,1,2
02-01-2026,Madhya Pradesh,Sehore,466221,3,1
02-01-2026,Madhya Pradesh,Sehore,466448,0,3
02-01-2026,Madhya Pradesh,Sehore,466665,1,12
23-12-2025,Madhya Pradesh,Sehore,466111,0,7
23-12-2025,Madhya Pradesh,Sehore,466115,6,18
23-12-2025,Madhya Pradesh,Sehore,466120,0,3
23-12-2025,Madhya Pradesh,Sehore,466125,0,2
25-12-2025,Madhya Pradesh,Sehore,466661,1,1
24-12-2025,Madhya Pradesh,Sehore,466118,1,1
24-12-2025,Madhya Pradesh,Sehore,466446,1,10
24-12-2025,Madhya Pradesh,Sehore,466554,0,10
24-12-2025,Madhya Pradesh,Sehore,466665,2,5
18-12-2025,Madhya Pradesh,Sehore,466115,4,19
18-12-2025,Madhya Pradesh,Sehore,466118,0,3
18-12-2025,Madhya Pradesh,Sehore,466445,3,8
21-12-2025,Madhya Pradesh,Sehore,466001,0,2
26-12-2025,Madhya Pradesh,Sehore,466001,4,29
26-12-2025,Madhya Pradesh,Sehore,466111,0,5
26-12-2025,Madhya Pradesh,Sehore,466113,0,6
26-12-2025,Madhya Pradesh,Sehore,466116,5,21
26-12-2025,Madhya Pradesh,Sehore,466118,0,1
26-12-2025,Madhya Pradesh,Sehore,466120,0,5
26-12-2025,Madhya Pradesh,Sehore,466125,3,3
26-12-2025,Madhya Pradesh,Sehore,466221,0,5
27-12-2025,Madhya Pradesh,Sehore,466115,2,24
27-12-2025,Madhya Pradesh,Sehore,466116,2,21
27-12-2025,Madhya Pradesh,Sehore,466120,0,1
27-12-2025,Madhya Pradesh,Sehore,466125,0,1
20-12-2025,Madhya Pradesh,Sehore,466111,1,1
20-12-2025,Madhya Pradesh,Sehore,466116,2,21
20-12-2025,Madhya Pradesh,Sehore,466125,1,1
20-12-2025,Madhya Pradesh,Sehore,466665,0,4
19-12-2025,Madhya Pradesh,Sehore,466001,3,34
19-12-2025,Madhya Pradesh,Sehore,466115,3,35
19-12-2025,Madhya Pradesh,Sehore,466221,2,9
19-12-2025,Madhya Pradesh,Sehore,466331,5,38
22-12-2025,Madhya Pradesh,Sehore,466114,0,3
22-12-2025,Madhya Pradesh,Sehore,466331,4,21
13-12-2025,Madhya Pradesh,Sehore,466001,0,25
13-12-2025,Madhya Pradesh,Sehore,466120,1,4
17-12-2025,Madhya Pradesh,Sehore,466120,0,3
17-12-2025,Madhya Pradesh,Sehore,466331,10,26
17-12-2025,Madhya Pradesh,Sehore,466445,2,12
11-12-2025,Madhya Pradesh,Sehore,466001,3,48
11-12-2025,Madhya Pradesh,Sehore,466111,0,6
10-12-2025,Madhya Pradesh,Sehore,466445,3,10
10-12-2025,Madhya Pradesh,Sehore,466446,2,16
15-12-2025,Madhya Pradesh,Sehore,466125,0,5
15-12-2025,Madhya Pradesh,Sehore,466445,5,10
15-12-2025,Madhya Pradesh,Sehore,466651,1,5
16-12-2025,Madhya Pradesh,Sehore,466118,2,0
09-12-2025,Madhya Pradesh,Sehore,466001,2,24
09-12-2025,Madhya Pradesh,Sehore,466114,0,3
09-12-2025,Madhya Pradesh,Sehore,466448,0,2
09-12-2025,Madhya Pradesh,Sehore,466665,0,5
04-12-2025,Madhya Pradesh,Sehore,466113,0,3
04-12-2025,Madhya Pradesh,Sehore,466114,0,2
04-12-2025,Madhya Pradesh,Sehore,466118,2,1
04-12-2025,Madhya Pradesh,Sehore,466120,1,6
03-12-2025,Madhya Pradesh,Sehore,466125,1,4
03-12-2025,Madhya Pradesh,Sehore,466445,0,12
03-12-2025,Madhya Pradesh,Sehore,466661,1,3
03-12-2025,Madhya Pradesh,Sehore,466665,3,7
05-12-2025,Madhya Pradesh,Sehore,466001,2,26
05-12-2025,Madhya Pradesh,Sehore,466111,0,2
05-12-2025,Madhya Pradesh,Sehore,466221,0,6
05-12-2025,Madhya Pradesh,Sehore,466651,0,4
06-12-2025,Madhya Pradesh,Sehore,466111,3,4
14-12-2025,Madhya Pradesh,Sehore,466118,0,1
14-12-2025,Madhya Pradesh,Sehore,466120,0,2
14-12-2025,Madhya Pradesh,Sehore,466331,0,3
08-12-2025,Madhya Pradesh,Sehore,466113,1,3
08-12-2025,Madhya Pradesh,Sehore,466114,0,8
08-12-2025,Madhya Pradesh,Sehore,466115,1,23
08-12-2025,Madhya Pradesh,Sehore,466118,0,6
08-12-2025,Madhya Pradesh,Sehore,466448,1,4
08-12-2025,Madhya Pradesh,Sehore,466651,0,7
12-12-2025,Madhya Pradesh,Sehore,466115,2,17
12-12-2025,Madhya Pradesh,Sehore,466116,0,23
12-12-2025,Madhya Pradesh,Sehore,466446,1,14
09-11-2025,Madhya Pradesh,Sehore,466445,0,2
10-11-2025,Madhya Pradesh,Sehore,466111,0,9
10-11-2025,Madhya Pradesh,Sehore,466116,6,23
10-11-2025,Madhya Pradesh,Sehore,466118,3,6
10-11-2025,Madhya Pradesh,Sehore,466120,0,5
10-11-2025,Madhya Pradesh,Sehore,466331,4,23
10-11-2025,Madhya Pradesh,Sehore,466445,0,13
10-11-2025,Madhya Pradesh,Sehore,466448,0,4
10-11-2025,Madhya Pradesh,Sehore,466661,0,5
10-11-2025,Madhya Pradesh,Sehore,466665,0,8
11-11-2025,Madhya Pradesh,Sehore,466115,3,16
11-11-2025,Madhya Pradesh,Sehore,466118,1,1
11-11-2025,Madhya Pradesh,Sehore,466651,0,9
11-11-2025,Madhya Pradesh,Sehore,466661,1,5
12-11-2025,Madhya Pradesh,Sehore,466001,5,28
12-11-2025,Madhya Pradesh,Sehore,466115,2,10
12-11-2025,Madhya Pradesh,Sehore,466221,0,1
12-11-2025,Madhya Pradesh,Sehore,466661,1,4
13-11-2025,Madhya Pradesh,Sehore,466446,2,20
14-11-2025,Madhya Pradesh,Sehore,466001,2,29
14-11-2025,Madhya Pradesh,Sehore,466113,1,2
14-11-2025,Madhya Pradesh,Sehore,466114,1,9
14-11-2025,Madhya Pradesh,Sehore,466120,0,5
14-11-2025,Madhya Pradesh,Sehore,466331,1,15
14-11-2025,Madhya Pradesh,Sehore,466661,0,2
18-11-2025,Madhya Pradesh,Sehore,466113,0,2
18-11-2025,Madhya Pradesh,Sehore,466116,2,13
17-11-2025,Madhya Pradesh,Sehore,466445,3,4
17-11-2025,Madhya Pradesh,Sehore,466446,1,11
17-11-2025,Madhya Pradesh,Sehore,466448,0,5
17-11-2025,Madhya Pradesh,Sehore,466665,1,2
06-11-2025,Madhya Pradesh,Sehore,466113,0,5
06-11-2025,Madhya Pradesh,Sehore,466125,1,3
06-11-2025,Madhya Pradesh,Sehore,466661,1,2
05-11-2025,Madhya Pradesh,Sehore,466116,0,4
05-11-2025,Madhya Pradesh,Sehore,466446,0,3
08-11-2025,Madhya Pradesh,Sehore,466113,0,3
08-11-2025,Madhya Pradesh,Sehore,466120,1,4
08-11-2025,Madhya Pradesh,Sehore,466448,0,1
07-11-2025,Madhya Pradesh,Sehore,466113,0,3
07-11-2025,Madhya Pradesh,Sehore,466114,0,3
07-11-2025,Madhya Pradesh,Sehore,466116,4,18
07-11-2025,Madhya Pradesh,Sehore,466331,2,17
07-11-2025,Madhya Pradesh,Sehore,466445,0,9
15-11-2025,Madhya Pradesh,Sehore,466113,0,1
15-11-2025,Madhya Pradesh,Sehore,466116,0,7
15-11-2025,Madhya Pradesh,Sehore,466445,0,4
15-11-2025,Madhya Pradesh,Sehore,466651,1,3
16-11-2025,Madhya Pradesh,Sehore,466445,1,1
16-11-2025,Madhya Pradesh,Sehore,466446,0,2
19-11-2025,Madhya Pradesh,Sehore,466113,1,5
19-11-2025,Madhya Pradesh,Sehore,466125,1,1
19-11-2025,Madhya Pradesh,Sehore,466445,3,11
19-11-2025,Madhya Pradesh,Sehore,466554,1,11
21-11-2025,Madhya Pradesh,Sehore,466001,1,18
21-11-2025,Madhya Pradesh,Sehore,466113,0,1
21-11-2025,Madhya Pradesh,Sehore,466118,0,2
21-11-2025,Madhya Pradesh,Sehore,466120,0,3
21-11-2025,Madhya Pradesh,Sehore,466125,0,2
20-11-2025,Madhya Pradesh,Sehore,466113,0,3
20-11-2025,Madhya Pradesh,Sehore,466114,0,3
20-11-2025,Madhya Pradesh,Sehore,466116,1,20
20-11-2025,Madhya Pradesh,Sehore,466120,0,7
20-11-2025,Madhya Pradesh,Sehore,466445,1,7
02-11-2025,Madhya Pradesh,Sehore,466001,0,4
02-11-2025,Madhya Pradesh,Sehore,466115,0,3
02-11-2025,Madhya Pradesh,Sehore,466651,0,1
01-11-2025,Madhya Pradesh,Sehore,466114,0,1
01-11-2025,Madhya Pradesh,Sehore,466115,1,6
01-11-2025,Madhya Pradesh,Sehore,466665,2,1
03-11-2025,Madhya Pradesh,Sehore,466001,6,30
03-11-2025,Madhya Pradesh,Sehore,466111,0,7
03-11-2025,Madhya Pradesh,Sehore,466114,1,7
03-11-2025,Madhya Pradesh,Sehore,466221,0,2
03-11-2025,Madhya Pradesh,Sehore,466651,0,5
29-10-2025,Madhya Pradesh,Sehore,466115,2,12
29-10-2025,Madhya Pradesh,Sehore,466448,1,1
30-10-2025,Madhya Pradesh,Sehore,466115,1,18
30-10-2025,Madhya Pradesh,Sehore,466118,2,1
30-10-2025,Madhya Pradesh,Sehore,466448,0,4
31-10-2025,Madhya Pradesh,Sehore,466111,0,2
31-10-2025,Madhya Pradesh,Sehore,466114,1,3
23-11-2025,Madhya Pradesh,Sehore,466001,1,2
23-11-2025,Madhya Pradesh,Sehore,466221,0,1
23-11-2025,Madhya Pradesh,Sehore,466445,1,1
23-11-2025,Madhya Pradesh,Sehore,466651,0,2
30-11-2025,Madhya Pradesh,Sehore,466120,0,1
30-11-2025,Madhya Pradesh,Sehore,466651,0,2
29-11-2025,Madhya Pradesh,Sehore,466111,2,1
29-11-2025,Madhya Pradesh,Sehore,466115,3,9
29-11-2025,Madhya Pradesh,Sehore,466221,0,3
29-11-2025,Madhya Pradesh,Sehore,466445,1,3
24-11-2025,Madhya Pradesh,Sehore,466114,1,3
24-11-2025,Madhya Pradesh,Sehore,466125,0,4
24-11-2025,Madhya Pradesh,Sehore,466331,2,23
24-11-2025,Madhya Pradesh,Sehore,466446,1,9
24-11-2025,Madhya Pradesh,Sehore,466448,0,3
24-11-2025,Madhya Pradesh,Sehore,466651,1,4
25-11-2025,Madhya Pradesh,Sehore,466115,3,13
25-11-2025,Madhya Pradesh,Sehore,466116,1,12
25-11-2025,Madhya Pradesh,Sehore,466446,4,18
25-11-2025,Madhya Pradesh,Sehore,466448,2,6
26-11-2025,Madhya Pradesh,Sehore,466111,1,1
26-11-2025,Madhya Pradesh,Sehore,466116,0,18
26-11-2025,Madhya Pradesh,Sehore,466118,0,2
26-11-2025,Madhya Pradesh,Sehore,466554,1,3
26-11-2025,Madhya Pradesh,Sehore,466651,1,4
02-12-2025,Madhya Pradesh,Sehore,466118,0,2
02-12-2025,Madhya Pradesh,Sehore,466331,4,26
01-12-2025,Madhya Pradesh,Sehore,466113,0,2
01-12-2025,Madhya Pradesh,Sehore,466115,2,11
01-12-2025,Madhya Pradesh,Sehore,466118,0,4
01-12-2025,Madhya Pradesh,Sehore,466120,0,6
01-12-2025,Madhya Pradesh,Sehore,466446,1,22
01-12-2025,Madhya Pradesh,Sehore,466448,0,4
01-12-2025,Madhya Pradesh,Sehore,466665,0,9
27-11-2025,Madhya Pradesh,Sehore,466118,0,5
27-11-2025,Madhya Pradesh,Sehore,466125,1,2
27-11-2025,Madhya Pradesh,Sehore,466331,6,21
27-11-2025,Madhya Pradesh,Sehore,466661,1,2
28-11-2025,Madhya Pradesh,Sehore,466001,7,26
28-11-2025,Madhya Pradesh,Sehore,466116,1,14
28-11-2025,Madhya Pradesh,Sehore,466120,1,1
28-11-2025,Madhya Pradesh,Sehore,466221,0,9
28-11-2025,Madhya Pradesh,Sehore,466554,0,9
28-11-2025,Madhya Pradesh,Sehore,466661,1,3
01-03-2025,Madhya Pradesh,Sehore,466661,24,124
01-04-2025,Madhya Pradesh,Sehore,466115,103,360
01-04-2025,Madhya Pradesh,Sehore,466116,81,442
01-06-2025,Madhya Pradesh,Sehore,466001,152,827
01-03-2025,Madhya Pradesh,Sehore,466448,18,119
01-03-2025,Madhya Pradesh,Sehore,466120,17,143
01-03-2025,Madhya Pradesh,Sehore,466221,18,142
01-03-2025,Madhya Pradesh,Sehore,466651,21,164
01-07-2025,Madhya Pradesh,Sehore,466115,133,422
01-07-2025,Madhya Pradesh,Sehore,466001,173,922
01-09-2025,Madhya Pradesh,Sehore,466001,5,32
01-09-2025,Madhya Pradesh,Sehore,466114,0,1
01-09-2025,Madhya Pradesh,Sehore,466118,0,2
01-09-2025,Madhya Pradesh,Sehore,466120,1,3
01-09-2025,Madhya Pradesh,Sehore,466445,1,12
01-09-2025,Madhya Pradesh,Sehore,466446,2,13
02-09-2025,Madhya Pradesh,Sehore,466114,0,5
02-09-2025,Madhya Pradesh,Sehore,466118,0,2
02-09-2025,Madhya Pradesh,Sehore,466125,0,1
02-09-2025,Madhya Pradesh,Sehore,466221,0,2
04-09-2025,Madhya Pradesh,Sehore,466221,3,2
03-09-2025,Madhya Pradesh,Sehore,466120,0,5
03-09-2025,Madhya Pradesh,Sehore,466125,1,3
03-09-2025,Madhya Pradesh,Sehore,466221,2,3
03-09-2025,Madhya Pradesh,Sehore,466665,2,2
06-09-2025,Madhya Pradesh,Sehore,466001,1,11
06-09-2025,Madhya Pradesh,Sehore,466125,0,1
06-09-2025,Madhya Pradesh,Sehore,466446,0,1
06-09-2025,Madhya Pradesh,Sehore,466651,0,3
06-09-2025,Madhya Pradesh,Sehore,466661,0,3
05-09-2025,Madhya Pradesh,Sehore,466001,2,11
05-09-2025,Madhya Pradesh,Sehore,466116,1,3
05-09-2025,Madhya Pradesh,Sehore,466446,0,3
05-09-2025,Madhya Pradesh,Sehore,466665,0,2
08-09-2025,Madhya Pradesh,Sehore,466115,2,19
08-09-2025,Madhya Pradesh,Sehore,466120,1,0
08-09-2025,Madhya Pradesh,Sehore,466554,4,2
08-09-2025,Madhya Pradesh,Sehore,466651,0,4
07-09-2025,Madhya Pradesh,Sehore,466118,0,1
09-09-2025,Madhya Pradesh,Sehore,466001,4,34
09-09-2025,Madhya Pradesh,Sehore,466115,2,11
09-09-2025,Madhya Pradesh,Sehore,466118,2,1
09-09-2025,Madhya Pradesh,Sehore,466120,1,3
09-09-2025,Madhya Pradesh,Sehore,466331,3,18
09-09-2025,Madhya Pradesh,Sehore,466661,0,5
10-09-2025,Madhya Pradesh,Sehore,466115,2,13
10-09-2025,Madhya Pradesh,Sehore,466116,4,20
10-09-2025,Madhya Pradesh,Sehore,466221,0,3
10-09-2025,Madhya Pradesh,Sehore,466445,3,7
12-09-2025,Madhya Pradesh,Sehore,466113,0,1
12-09-2025,Madhya Pradesh,Sehore,466554,1,5
12-09-2025,Madhya Pradesh,Sehore,466661,0,6
11-09-2025,Madhya Pradesh,Sehore,466114,0,2
11-09-2025,Madhya Pradesh,Sehore,466120,3,5
11-09-2025,Madhya Pradesh,Sehore,466221,0,4
11-09-2025,Madhya Pradesh,Sehore,466448,0,7
13-09-2025,Madhya Pradesh,Sehore,466001,5,17
13-09-2025,Madhya Pradesh,Sehore,466116,0,9
13-09-2025,Madhya Pradesh,Sehore,466118,1,3
14-09-2025,Madhya Pradesh,Sehore,466001,1,3
14-09-2025,Madhya Pradesh,Sehore,466111,0,2
14-09-2025,Madhya Pradesh,Sehore,466116,0,3
14-09-2025,Madhya Pradesh,Sehore,466661,0,1
14-09-2025,Madhya Pradesh,Sehore,466665,0,1
15-09-2025,Madhya Pradesh,Sehore,466001,2,16
15-09-2025,Madhya Pradesh,Sehore,466113,0,4
15-09-2025,Madhya Pradesh,Sehore,466114,1,6
15-09-2025,Madhya Pradesh,Sehore,466120,0,7
15-09-2025,Madhya Pradesh,Sehore,466331,4,12
15-09-2025,Madhya Pradesh,Sehore,466651,1,3
17-09-2025,Madhya Pradesh,Sehore,466114,0,4
17-09-2025,Madhya Pradesh,Sehore,466125,0,3
17-09-2025,Madhya Pradesh,Sehore,466651,1,4
17-09-2025,Madhya Pradesh,Sehore,466665,0,4
16-09-2025,Madhya Pradesh,Sehore,466115,3,16
16-09-2025,Madhya Pradesh,Sehore,466118,0,5
16-09-2025,Madhya Pradesh,Sehore,466120,0,4
16-09-2025,Madhya Pradesh,Sehore,466445,6,11
18-09-2025,Madhya Pradesh,Sehore,466445,3,5
19-09-2025,Madhya Pradesh,Sehore,466118,0,1
19-09-2025,Madhya Pradesh,Sehore,466120,0,5
19-09-2025,Madhya Pradesh,Sehore,466125,0,2
20-09-2025,Madhya Pradesh,Sehore,466001,3,16
20-09-2025,Madhya Pradesh,Sehore,466115,0,16
20-09-2025,Madhya Pradesh,Sehore,466445,0,1
20-09-2025,Madhya Pradesh,Sehore,466554,0,3
13-10-2025,Madhya Pradesh,Sehore,466113,0,1
13-10-2025,Madhya Pradesh,Sehore,466114,0,3
13-10-2025,Madhya Pradesh,Sehore,466118,0,3
13-10-2025,Madhya Pradesh,Sehore,466125,1,2
13-10-2025,Madhya Pradesh,Sehore,466445,0,2
15-10-2025,Madhya Pradesh,Sehore,465669,0,1
15-10-2025,Madhya Pradesh,Sehore,466125,0,3
15-10-2025,Madhya Pradesh,Sehore,466665,0,1
16-10-2025,Madhya Pradesh,Sehore,466001,7,28
16-10-2025,Madhya Pradesh,Sehore,466113,1,2
16-10-2025,Madhya Pradesh,Sehore,466331,3,16
16-10-2025,Madhya Pradesh,Sehore,466446,1,13
17-10-2025,Madhya Pradesh,Sehore,466111,0,1
17-10-2025,Madhya Pradesh,Sehore,466114,0,2
17-10-2025,Madhya Pradesh,Sehore,466221,0,6
17-10-2025,Madhya Pradesh,Sehore,466331,1,12
17-10-2025,Madhya Pradesh,Sehore,466445,1,6
15-11-2025,Madhya Pradesh,Sehore,466120,0,1
15-11-2025,Madhya Pradesh,Sehore,466448,1,2
07-12-2025,Madhya Pradesh,Sehore,466120,1,1
07-12-2025,Madhya Pradesh,Sehore,466125,0,2
09-12-2025,Madhya Pradesh,Sehore,466118,0,4
