date,state,district,pincode,bio_age_5_17,bio_age_17_
08-10-2025,Madhya Pradesh,Sehore,466221,3,8
08-10-2025,Madhya Pradesh,Sehore,466665,12,22
07-10-2025,Madhya Pradesh,Sehore,466448,1,1
16-10-2025,Madhya Pradesh,Sehore,466111,3,4
16-10-2025,Madhya Pradesh,Sehore,466651,5,19
15-10-2025,Madhya Pradesh,Sehore,466331,13,29
15-10-2025,Madhya Pradesh,Sehore,466448,2,1
15-10-2025,Madhya Pradesh,Sehore,466661,6,15
14-10-2025,Madhya Pradesh,Sehore,466221,3,9
14-10-2025,Madhya Pradesh,Sehore,466331,10,36
11-10-2025,Madhya Pradesh,Sehore,466111,3,4
11-10-2025,Madhya Pradesh,Sehore,466114,5,6
11-10-2025,Madhya Pradesh,Sehore,466115,57,34
11-10-2025,Madhya Pradesh,Sehore,466118,2,2
11-10-2025,Madhya Pradesh,Sehore,466221,4,8
11-10-2025,Madhya Pradesh,Sehore,466446,0,8
11-10-2025,Madhya Pradesh,Sehore,466554,9,3
27-10-2025,Madhya Pradesh,Sehore,466001,41,89
27-10-2025,Madhya Pradesh,Sehore,466661,7,20
27-10-2025,Madhya Pradesh,Sehore,466665,6,9
03-12-2025,Madhya Pradesh,Sehore,466001,26,49
03-12-2025,Madhya Pradesh,Sehore,466118,4,6
02-12-2025,Madhya Pradesh,Sehore,466111,7,9
02-12-2025,Madhya Pradesh,Sehore,466113,5,4
02-12-2025,Madhya Pradesh,Sehore,466116,65,60
02-12-2025,Madhya Pradesh,Sehore,466221,6,7
02-12-2025,Madhya Pradesh,Sehore,466445,4,6
01-12-2025,Madhya Pradesh,Sehore,466001,30,53
01-12-2025,Madhya Pradesh,Sehore,466661,3,13
06-12-2025,Madhya Pradesh,Sehore,466001,18,35
06-12-2025,Madhya Pradesh,Sehore,466113,3,4
06-12-2025,Madhya Pradesh,Sehore,466445,3,3
06-12-2025,Madhya Pradesh,Sehore,466448,1,1
06-12-2025,Madhya Pradesh,Sehore,466651,1,13
25-11-2025,Madhya Pradesh,Sehore,466113,1,3
25-11-2025,Madhya Pradesh,Sehore,466221,3,6
25-11-2025,Madhya Pradesh,Sehore,466331,13,36
26-11-2025,Madhya Pradesh,Sehore,466446,5,6
13-12-2025,Madhya Pradesh,Sehore,466118,4,11
13-12-2025,Madhya Pradesh,Sehore,466445,11,10
13-12-2025,Madhya Pradesh,Sehore,466448,3,1
12-12-2025,Madhya Pradesh,Sehore,466111,4,18
12-12-2025,Madhya Pradesh,Sehore,466120,24,16
12-12-2025,Madhya Pradesh,Sehore,466448,1,2
12-12-2025,Madhya Pradesh,Sehore,466554,6,10
08-12-2025,Madhya Pradesh,Sehore,466111,3,13
08-12-2025,Madhya Pradesh,Sehore,466331,25,59
08-12-2025,Madhya Pradesh,Sehore,466554,2,6
08-12-2025,Madhya Pradesh,Sehore,466665,5,12
09-12-2025,Madhya Pradesh,Sehore,466445,6,11
09-12-2025,Madhya Pradesh,Sehore,466661,4,11
10-12-2025,Madhya Pradesh,Sehore,466114,8,9
10-12-2025,Madhya Pradesh,Sehore,466116,29,48
10-12-2025,Madhya Pradesh,Sehore,466125,5,8
10-12-2025,Madhya Pradesh,Sehore,466554,3,6
11-12-2025,Madhya Pradesh,Sehore,466115,48,31
11-12-2025,Madhya Pradesh,Sehore,466221,5,10
11-12-2025,Madhya Pradesh,Sehore,466445,4,8
11-12-2025,Madhya Pradesh,Sehore,466651,2,17
29-11-2025,Madhya Pradesh,Sehore,466113,1,4
29-11-2025,Madhya Pradesh,Sehore,466118,3,3
29-11-2025,Madhya Pradesh,Sehore,466554,4,3
04-12-2025,Madhya Pradesh,Sehore,466446,3,8
04-12-2025,Madhya Pradesh,Sehore,466554,2,4
05-12-2025,Madhya Pradesh,Sehore,466114,7,15
05-12-2025,Madhya Pradesh,Sehore,466115,16,32
05-12-2025,Madhya Pradesh,Sehore,466116,57,71
05-12-2025,Madhya Pradesh,Sehore,466118,4,5
05-12-2025,Madhya Pradesh,Sehore,466120,9,11
05-12-2025,Madhya Pradesh,Sehore,466448,1,1
05-12-2025,Madhya Pradesh,Sehore,466661,4,10
18-10-2025,Madhya Pradesh,Sehore,466001,6,7
18-10-2025,Madhya Pradesh,Sehore,466111,0,6
18-10-2025,Madhya Pradesh,Sehore,466115,5,15
18-10-2025,Madhya Pradesh,Sehore,466331,0,4
18-10-2025,Madhya Pradesh,Sehore,466445,1,1
18-10-2025,Madhya Pradesh,Sehore,466448,2,4
25-05-2025,Madhya Pradesh,Sehore,466118,0,5
25-05-2025,Madhya Pradesh,Sehore,466661,0,1
01-06-2025,Madhya Pradesh,Sehore,466120,0,1
01-06-2025,Madhya Pradesh,Sehore,466665,1,1
20-07-2025,Madhya Pradesh,Sehore,466111,0,2
20-07-2025,Madhya Pradesh,Sehore,466116,0,3
29-06-2025,Madhya Pradesh,Sehore,466331,0,1
23-08-2025,Madhya Pradesh,Sehore,466115,15,22
23-08-2025,Madhya Pradesh,Sehore,466120,7,18
23-08-2025,Madhya Pradesh,Sehore,466651,17,25
24-08-2025,Madhya Pradesh,Sehore,466661,0,1
27-08-2025,Madhya Pradesh,Sehore,466661,2,0
21-08-2025,Madhya Pradesh,Sehore,466117,0,1
21-08-2025,Madhya Pradesh,Sehore,466118,0,1
21-08-2025,Madhya Pradesh,Sehore,466554,2,9
22-08-2025,Madhya Pradesh,Sehore,466120,5,11
22-08-2025,Madhya Pradesh,Sehore,466554,1,9
22-08-2025,Madhya Pradesh,Sehore,466651,6,24
03-09-2025,Madhya Pradesh,Sehore,466001,14,43
03-09-2025,Madhya Pradesh,Sehore,466116,17,46
03-09-2025,Madhya Pradesh,Sehore,466651,7,14
03-09-2025,Madhya Pradesh,Sehore,466661,2,8
04-09-2025,Madhya Pradesh,Sehore,466001,26,64
04-09-2025,Madhya Pradesh,Sehore,466116,22,37
04-09-2025,Madhya Pradesh,Sehore,466120,3,4
04-09-2025,Madhya Pradesh,Sehore,466661,0,3
06-09-2025,Madhya Pradesh,Sehore,466113,2,1
06-09-2025,Madhya Pradesh,Sehore,466118,2,2
06-09-2025,Madhya Pradesh,Sehore,466448,1,1
13-09-2025,Madhya Pradesh,Sehore,466111,5,20
13-09-2025,Madhya Pradesh,Sehore,466120,7,14
12-09-2025,Madhya Pradesh,Sehore,466114,5,8
12-09-2025,Madhya Pradesh,Sehore,466116,23,38
12-09-2025,Madhya Pradesh,Sehore,466118,4,13
12-09-2025,Madhya Pradesh,Sehore,466120,4,9
12-09-2025,Madhya Pradesh,Sehore,466446,3,8
12-08-2025,Madhya Pradesh,Sehore,466445,6,6
12-08-2025,Madhya Pradesh,Sehore,466661,0,7
12-08-2025,Madhya Pradesh,Sehore,466665,0,1
11-08-2025,Madhya Pradesh,Sehore,466111,22,37
11-08-2025,Madhya Pradesh,Sehore,466113,1,1
11-08-2025,Madhya Pradesh,Sehore,466446,14,8
11-08-2025,Madhya Pradesh,Sehore,466554,1,3
11-08-2025,Madhya Pradesh,Sehore,466651,15,7
11-08-2025,Madhya Pradesh,Sehore,466661,4,2
14-08-2025,Madhya Pradesh,Sehore,466116,19,31
14-08-2025,Madhya Pradesh,Sehore,466661,4,24
09-09-2025,Madhya Pradesh,Sehore,466113,4,4
09-09-2025,Madhya Pradesh,Sehore,466445,3,7
10-09-2025,Madhya Pradesh,Sehore,466113,5,3
10-09-2025,Madhya Pradesh,Sehore,466118,2,7
10-09-2025,Madhya Pradesh,Sehore,466120,3,13
10-09-2025,Madhya Pradesh,Sehore,466125,3,5
10-09-2025,Madhya Pradesh,Sehore,466331,31,69
10-09-2025,Madhya Pradesh,Sehore,466665,5,8
25-08-2025,Madhya Pradesh,Sehore,466116,25,51
25-08-2025,Madhya Pradesh,Sehore,466665,7,22
26-08-2025,Madhya Pradesh,Sehore,466114,5,8
26-08-2025,Madhya Pradesh,Sehore,466116,21,37
26-08-2025,Madhya Pradesh,Sehore,466125,6,7
26-08-2025,Madhya Pradesh,Sehore,466221,2,16
11-09-2025,Madhya Pradesh,Sehore,466115,23,39
11-09-2025,Madhya Pradesh,Sehore,466116,33,53
11-09-2025,Madhya Pradesh,Sehore,466554,4,8
11-09-2025,Madhya Pradesh,Sehore,466665,18,22
13-08-2025,Madhya Pradesh,Sehore,466221,0,8
13-08-2025,Madhya Pradesh,Sehore,466448,1,2
17-08-2025,Madhya Pradesh,Sehore,466115,0,1
18-08-2025,Madhya Pradesh,Sehore,466111,16,22
18-08-2025,Madhya Pradesh,Sehore,466113,7,4
18-08-2025,Madhya Pradesh,Sehore,466115,14,28
18-08-2025,Madhya Pradesh,Sehore,466554,4,2
08-09-2025,Madhya Pradesh,Sehore,466001,24,60
08-09-2025,Madhya Pradesh,Sehore,466331,43,99
08-09-2025,Madhya Pradesh,Sehore,466445,3,13
08-09-2025,Madhya Pradesh,Sehore,466446,3,9
15-09-2025,Madhya Pradesh,Sehore,466111,10,20
15-09-2025,Madhya Pradesh,Sehore,466116,33,50
24-07-2025,Madhya Pradesh,Sehore,466116,28,41
24-07-2025,Madhya Pradesh,Sehore,466446,12,11
24-07-2025,Madhya Pradesh,Sehore,466651,5,6
25-07-2025,Madhya Pradesh,Sehore,466115,24,64
25-07-2025,Madhya Pradesh,Sehore,466120,8,16
07-08-2025,Madhya Pradesh,Sehore,466331,18,52
07-08-2025,Madhya Pradesh,Sehore,466448,1,3
07-08-2025,Madhya Pradesh,Sehore,466665,11,19
29-07-2025,Madhya Pradesh,Sehore,466114,1,0
29-07-2025,Madhya Pradesh,Sehore,466445,2,4
29-07-2025,Madhya Pradesh,Sehore,466554,2,2
30-07-2025,Madhya Pradesh,Sehore,466115,36,49
30-07-2025,Madhya Pradesh,Sehore,466117,1,0
30-07-2025,Madhya Pradesh,Sehore,466221,8,11
05-08-2025,Madhya Pradesh,Sehore,466001,41,55
05-08-2025,Madhya Pradesh,Sehore,466113,3,8
05-08-2025,Madhya Pradesh,Sehore,466118,3,8
05-08-2025,Madhya Pradesh,Sehore,466120,6,17
05-08-2025,Madhya Pradesh,Sehore,466445,4,3
05-08-2025,Madhya Pradesh,Sehore,466661,8,9
06-08-2025,Madhya Pradesh,Sehore,466001,15,25
06-08-2025,Madhya Pradesh,Sehore,466114,3,5
06-08-2025,Madhya Pradesh,Sehore,466118,7,2
06-08-2025,Madhya Pradesh,Sehore,466221,6,9
06-08-2025,Madhya Pradesh,Sehore,466651,16,19
06-08-2025,Madhya Pradesh,Sehore,466661,12,13
06-08-2025,Madhya Pradesh,Sehore,466665,9,27
02-08-2025,Madhya Pradesh,Sehore,466001,27,42
02-08-2025,Madhya Pradesh,Sehore,466111,3,18
02-08-2025,Madhya Pradesh,Sehore,466114,5,3
01-08-2025,Madhya Pradesh,Sehore,466114,6,11
01-08-2025,Madhya Pradesh,Sehore,466446,17,12
28-07-2025,Madhya Pradesh,Sehore,466221,5,5
28-07-2025,Madhya Pradesh,Sehore,466331,18,40
28-07-2025,Madhya Pradesh,Sehore,466448,1,0
28-07-2025,Madhya Pradesh,Sehore,466554,4,6
28-07-2025,Madhya Pradesh,Sehore,466651,5,17
26-07-2025,Madhya Pradesh,Sehore,466001,36,17
26-07-2025,Madhya Pradesh,Sehore,466114,1,3
26-07-2025,Madhya Pradesh,Sehore,466118,3,4
04-08-2025,Madhya Pradesh,Sehore,466113,5,9
04-08-2025,Madhya Pradesh,Sehore,466115,25,47
04-08-2025,Madhya Pradesh,Sehore,466120,7,16
04-08-2025,Madhya Pradesh,Sehore,466331,27,74
04-08-2025,Madhya Pradesh,Sehore,466445,11,8
04-08-2025,Madhya Pradesh,Sehore,466448,1,3
04-08-2025,Madhya Pradesh,Sehore,466554,7,18
04-08-2025,Madhya Pradesh,Sehore,466665,15,18
31-07-2025,Madhya Pradesh,Sehore,466115,21,44
31-07-2025,Madhya Pradesh,Sehore,466120,9,15
08-08-2025,Madhya Pradesh,Sehore,466651,13,7
20-08-2025,Madhya Pradesh,Sehore,466001,30,70
20-08-2025,Madhya Pradesh,Sehore,466111,10,23
20-08-2025,Madhya Pradesh,Sehore,466125,2,5
20-08-2025,Madhya Pradesh,Sehore,466221,5,9
20-08-2025,Madhya Pradesh,Sehore,466554,4,7
20-08-2025,Madhya Pradesh,Sehore,466651,10,23
20-08-2025,Madhya Pradesh,Sehore,466665,10,16
01-09-2025,Madhya Pradesh,Sehore,466331,21,68
01-09-2025,Madhya Pradesh,Sehore,466554,4,12
30-08-2025,Madhya Pradesh,Sehore,466001,23,45
30-08-2025,Madhya Pradesh,Sehore,466114,5,5
30-08-2025,Madhya Pradesh,Sehore,466116,14,31
30-08-2025,Madhya Pradesh,Sehore,466118,2,6
30-08-2025,Madhya Pradesh,Sehore,466448,3,2
30-08-2025,Madhya Pradesh,Sehore,466665,2,14
28-08-2025,Madhya Pradesh,Sehore,466001,26,37
28-08-2025,Madhya Pradesh,Sehore,466651,7,18
31-08-2025,Madhya Pradesh,Sehore,466331,0,5
02-09-2025,Madhya Pradesh,Sehore,466001,22,42
02-09-2025,Madhya Pradesh,Sehore,466331,17,49
02-09-2025,Madhya Pradesh,Sehore,466448,4,1
02-09-2025,Madhya Pradesh,Sehore,466661,4,11
20-09-2025,Madhya Pradesh,Sehore,466111,4,10
20-09-2025,Madhya Pradesh,Sehore,466113,3,5
20-09-2025,Madhya Pradesh,Sehore,466114,3,3
20-09-2025,Madhya Pradesh,Sehore,466118,2,6
20-09-2025,Madhya Pradesh,Sehore,466120,10,16
23-09-2025,Madhya Pradesh,Sehore,466001,21,61
23-09-2025,Madhya Pradesh,Sehore,466115,17,29
23-09-2025,Madhya Pradesh,Sehore,466651,17,18
22-09-2025,Madhya Pradesh,Sehore,466001,14,49
22-09-2025,Madhya Pradesh,Sehore,466111,4,19
22-09-2025,Madhya Pradesh,Sehore,466116,33,45
22-09-2025,Madhya Pradesh,Sehore,466118,6,8
22-09-2025,Madhya Pradesh,Sehore,466554,0,5
28-09-2025,Madhya Pradesh,Sehore,466115,1,0
28-09-2025,Madhya Pradesh,Sehore,466116,0,1
29-09-2025,Madhya Pradesh,Sehore,466001,20,42
29-09-2025,Madhya Pradesh,Sehore,466111,7,13
29-09-2025,Madhya Pradesh,Sehore,466125,6,4
29-09-2025,Madhya Pradesh,Sehore,466221,6,7
17-09-2025,Madhya Pradesh,Sehore,466331,23,52
17-09-2025,Madhya Pradesh,Sehore,466448,5,4
17-09-2025,Madhya Pradesh,Sehore,466661,1,7
30-09-2025,Madhya Pradesh,Sehore,466113,0,2
30-09-2025,Madhya Pradesh,Sehore,466331,20,35
30-09-2025,Madhya Pradesh,Sehore,466448,1,0
30-09-2025,Madhya Pradesh,Sehore,466661,5,7
03-10-2025,Madhya Pradesh,Sehore,466114,3,4
03-10-2025,Madhya Pradesh,Sehore,466120,4,8
03-10-2025,Madhya Pradesh,Sehore,466331,16,42
03-10-2025,Madhya Pradesh,Sehore,466448,1,1
03-10-2025,Madhya Pradesh,Sehore,466651,9,17
18-09-2025,Madhya Pradesh,Sehore,466001,39,46
18-09-2025,Madhya Pradesh,Sehore,466113,2,16
18-09-2025,Madhya Pradesh,Sehore,466114,6,8
18-09-2025,Madhya Pradesh,Sehore,466115,23,47
18-09-2025,Madhya Pradesh,Sehore,466651,3,16
19-09-2025,Madhya Pradesh,Sehore,466116,7,7
19-09-2025,Madhya Pradesh,Sehore,466446,1,0
19-09-2025,Madhya Pradesh,Sehore,466554,4,2
27-09-2025,Madhya Pradesh,Sehore,466113,0,1
27-09-2025,Madhya Pradesh,Sehore,466221,0,3
27-09-2025,Madhya Pradesh,Sehore,466448,3,3
01-10-2025,Madhya Pradesh,Sehore,466115,0,6
01-10-2025,Madhya Pradesh,Sehore,466118,0,2
01-10-2025,Madhya Pradesh,Sehore,466661,2,7
24-09-2025,Madhya Pradesh,Sehore,466001,22,57
24-09-2025,Madhya Pradesh,Sehore,466115,10,34
24-09-2025,Madhya Pradesh,Sehore,466116,29,30
24-09-2025,Madhya Pradesh,Sehore,466445,9,11
24-09-2025,Madhya Pradesh,Sehore,466446,7,10
24-09-2025,Madhya Pradesh,Sehore,466554,7,11
24-09-2025,Madhya Pradesh,Sehore,466661,6,14
26-09-2025,Madhya Pradesh,Sehore,466001,24,42
26-09-2025,Madhya Pradesh,Sehore,466113,3,6
26-09-2025,Madhya Pradesh,Sehore,466118,3,4
26-09-2025,Madhya Pradesh,Sehore,466446,6,7
26-09-2025,Madhya Pradesh,Sehore,466448,0,2
25-09-2025,Madhya Pradesh,Sehore,466651,4,4
13-07-2025,Madhya Pradesh,Sehore,466651,1,2
22-06-2025,Madhya Pradesh,Sehore,466111,0,1
22-06-2025,Madhya Pradesh,Sehore,466118,0,1
22-06-2025,Madhya Pradesh,Sehore,466445,0,3
15-06-2025,Madhya Pradesh,Sehore,466125,0,2
15-06-2025,Madhya Pradesh,Sehore,466445,0,1
15-06-2025,Madhya Pradesh,Sehore,466651,0,2
03-08-2025,Madhya Pradesh,Sehore,466111,0,1
03-08-2025,Madhya Pradesh,Sehore,466665,0,2
02-08-2025,Madhya Pradesh,Sehore,466554,0,1
06-07-2025,Madhya Pradesh,Sehore,466114,0,1
06-07-2025,Madhya Pradesh,Sehore,466115,0,2
21-05-2025,Madhya Pradesh,Sehore,466111,13,12
21-05-2025,Madhya Pradesh,Sehore,466113,10,3
21-05-2025,Madhya Pradesh,Sehore,466125,10,8
21-05-2025,Madhya Pradesh,Sehore,466448,15,5
20-05-2025,Madhya Pradesh,Sehore,466115,53,35
20-05-2025,Madhya Pradesh,Sehore,466120,8,12
27-05-2025,Madhya Pradesh,Sehore,466120,13,14
27-05-2025,Madhya Pradesh,Sehore,466331,27,57
27-05-2025,Madhya Pradesh,Sehore,466448,5,6
27-05-2025,Madhya Pradesh,Sehore,466554,1,9
25-05-2025,Madhya Pradesh,Sehore,466445,0,2
26-05-2025,Madhya Pradesh,Sehore,466001,61,70
26-05-2025,Madhya Pradesh,Sehore,466113,10,7
26-05-2025,Madhya Pradesh,Sehore,466331,34,61
26-05-2025,Madhya Pradesh,Sehore,466651,18,16
28-05-2025,Madhya Pradesh,Sehore,466115,42,51
28-05-2025,Madhya Pradesh,Sehore,466125,4,7
28-05-2025,Madhya Pradesh,Sehore,466445,17,8
24-05-2025,Madhya Pradesh,Sehore,466116,25,26
24-05-2025,Madhya Pradesh,Sehore,466125,1,2
24-05-2025,Madhya Pradesh,Sehore,466221,5,6
24-05-2025,Madhya Pradesh,Sehore,466331,25,49
24-05-2025,Madhya Pradesh,Sehore,466445,10,11
24-05-2025,Madhya Pradesh,Sehore,466554,8,17
23-05-2025,Madhya Pradesh,Sehore,466120,20,10
23-05-2025,Madhya Pradesh,Sehore,466651,10,11
22-05-2025,Madhya Pradesh,Sehore,466001,50,84
22-05-2025,Madhya Pradesh,Sehore,466113,4,7
22-05-2025,Madhya Pradesh,Sehore,466115,51,37
22-05-2025,Madhya Pradesh,Sehore,466331,30,70
22-05-2025,Madhya Pradesh,Sehore,466446,18,10
22-05-2025,Madhya Pradesh,Sehore,466448,5,4
01-06-2025,Madhya Pradesh,Sehore,466651,1,0
29-05-2025,Madhya Pradesh,Sehore,466116,39,58
29-05-2025,Madhya Pradesh,Sehore,466446,21,8
29-05-2025,Madhya Pradesh,Sehore,466448,2,5
03-06-2025,Madhya Pradesh,Sehore,466111,12,18
03-06-2025,Madhya Pradesh,Sehore,466120,8,14
02-06-2025,Madhya Pradesh,Sehore,466331,36,74
31-05-2025,Madhya Pradesh,Sehore,466113,1,7
31-05-2025,Madhya Pradesh,Sehore,466118,7,4
31-05-2025,Madhya Pradesh,Sehore,466125,1,4
31-05-2025,Madhya Pradesh,Sehore,466446,7,4
31-05-2025,Madhya Pradesh,Sehore,466661,9,12
31-05-2025,Madhya Pradesh,Sehore,466665,20,20
30-05-2025,Madhya Pradesh,Sehore,466115,39,32
30-05-2025,Madhya Pradesh,Sehore,466116,47,64
30-05-2025,Madhya Pradesh,Sehore,466125,9,4
30-05-2025,Madhya Pradesh,Sehore,466221,8,10
30-05-2025,Madhya Pradesh,Sehore,466445,19,15
30-05-2025,Madhya Pradesh,Sehore,466446,10,10
07-06-2025,Madhya Pradesh,Sehore,466118,0,1
07-06-2025,Madhya Pradesh,Sehore,466446,0,2
17-06-2025,Madhya Pradesh,Sehore,466114,8,17
17-06-2025,Madhya Pradesh,Sehore,466115,58,58
17-06-2025,Madhya Pradesh,Sehore,466331,90,86
22-06-2025,Madhya Pradesh,Sehore,466448,1,1
21-06-2025,Madhya Pradesh,Sehore,466114,5,6
21-06-2025,Madhya Pradesh,Sehore,466115,48,39
21-06-2025,Madhya Pradesh,Sehore,466448,11,4
23-06-2025,Madhya Pradesh,Sehore,466114,15,19
23-06-2025,Madhya Pradesh,Sehore,466120,19,9
23-06-2025,Madhya Pradesh,Sehore,466446,30,27
24-06-2025,Madhya Pradesh,Sehore,466118,14,7
24-06-2025,Madhya Pradesh,Sehore,466125,12,11
24-06-2025,Madhya Pradesh,Sehore,466221,18,12
24-06-2025,Madhya Pradesh,Sehore,466331,77,97
24-06-2025,Madhya Pradesh,Sehore,466448,17,9
26-06-2025,Madhya Pradesh,Sehore,466111,17,26
26-06-2025,Madhya Pradesh,Sehore,466116,43,52
26-06-2025,Madhya Pradesh,Sehore,466221,8,12
26-06-2025,Madhya Pradesh,Sehore,466448,8,8
25-06-2025,Madhya Pradesh,Sehore,466111,21,22
25-06-2025,Madhya Pradesh,Sehore,466115,56,49
25-06-2025,Madhya Pradesh,Sehore,466116,45,50
25-06-2025,Madhya Pradesh,Sehore,466661,15,13
03-07-2025,Madhya Pradesh,Sehore,466001,39,63
04-07-2025,Madhya Pradesh,Sehore,466111,7,16
04-07-2025,Madhya Pradesh,Sehore,466115,28,33
05-07-2025,Madhya Pradesh,Sehore,466111,6,8
05-07-2025,Madhya Pradesh,Sehore,466114,2,7
05-07-2025,Madhya Pradesh,Sehore,466116,24,45
05-07-2025,Madhya Pradesh,Sehore,466651,12,24
30-06-2025,Madhya Pradesh,Sehore,466113,24,7
30-06-2025,Madhya Pradesh,Sehore,466115,69,54
30-06-2025,Madhya Pradesh,Sehore,466445,13,13
30-06-2025,Madhya Pradesh,Sehore,466651,30,41
18-07-2025,Madhya Pradesh,Sehore,466113,7,4
18-07-2025,Madhya Pradesh,Sehore,466221,8,14
18-07-2025,Madhya Pradesh,Sehore,466446,9,17
01-07-2025,Madhya Pradesh,Sehore,466125,3,12
01-07-2025,Madhya Pradesh,Sehore,466446,17,23
02-07-2025,Madhya Pradesh,Sehore,466001,46,73
02-07-2025,Madhya Pradesh,Sehore,466113,6,9
02-07-2025,Madhya Pradesh,Sehore,466115,48,44
18-06-2025,Madhya Pradesh,Sehore,466113,3,3
18-06-2025,Madhya Pradesh,Sehore,466116,64,69
18-06-2025,Madhya Pradesh,Sehore,466445,18,7
14-06-2025,Madhya Pradesh,Sehore,466001,58,73
14-06-2025,Madhya Pradesh,Sehore,466114,4,8
14-06-2025,Madhya Pradesh,Sehore,466115,56,49
14-06-2025,Madhya Pradesh,Sehore,466331,38,39
19-06-2025,Madhya Pradesh,Sehore,466115,60,42
19-06-2025,Madhya Pradesh,Sehore,466554,5,9
20-06-2025,Madhya Pradesh,Sehore,466114,11,9
20-06-2025,Madhya Pradesh,Sehore,466115,68,44
20-06-2025,Madhya Pradesh,Sehore,466446,23,21
20-06-2025,Madhya Pradesh,Sehore,466661,19,16
27-06-2025,Madhya Pradesh,Sehore,466113,17,10
27-06-2025,Madhya Pradesh,Sehore,466445,16,17
27-06-2025,Madhya Pradesh,Sehore,466651,15,24
28-06-2025,Madhya Pradesh,Sehore,466111,29,26
28-06-2025,Madhya Pradesh,Sehore,466114,7,12
28-06-2025,Madhya Pradesh,Sehore,466116,38,42
28-06-2025,Madhya Pradesh,Sehore,466221,14,12
28-06-2025,Madhya Pradesh,Sehore,466445,12,8
28-06-2025,Madhya Pradesh,Sehore,466446,26,24
28-06-2025,Madhya Pradesh,Sehore,466661,34,20
13-06-2025,Madhya Pradesh,Sehore,466113,9,7
13-06-2025,Madhya Pradesh,Sehore,466114,7,14
12-06-2025,Madhya Pradesh,Sehore,466111,16,28
12-06-2025,Madhya Pradesh,Sehore,466446,24,25
12-06-2025,Madhya Pradesh,Sehore,466448,4,8
04-06-2025,Madhya Pradesh,Sehore,466331,28,51
05-06-2025,Madhya Pradesh,Sehore,466111,17,12
05-06-2025,Madhya Pradesh,Sehore,466118,5,3
05-06-2025,Madhya Pradesh,Sehore,466554,5,15
05-06-2025,Madhya Pradesh,Sehore,466665,11,18
06-06-2025,Madhya Pradesh,Sehore,466113,5,4
06-06-2025,Madhya Pradesh,Sehore,466114,14,19
06-06-2025,Madhya Pradesh,Sehore,466115,44,39
06-06-2025,Madhya Pradesh,Sehore,466120,12,12
06-06-2025,Madhya Pradesh,Sehore,466331,42,64
11-06-2025,Madhya Pradesh,Sehore,466001,82,106
11-06-2025,Madhya Pradesh,Sehore,466116,81,69
11-06-2025,Madhya Pradesh,Sehore,466661,23,19
10-06-2025,Madhya Pradesh,Sehore,466113,5,10
10-06-2025,Madhya Pradesh,Sehore,466125,7,6
10-06-2025,Madhya Pradesh,Sehore,466331,50,67
10-06-2025,Madhya Pradesh,Sehore,466445,15,12
10-06-2025,Madhya Pradesh,Sehore,466446,18,20
10-06-2025,Madhya Pradesh,Sehore,466661,9,13
15-06-2025,Madhya Pradesh,Sehore,466001,1,0
15-06-2025,Madhya Pradesh,Sehore,466331,1,1
16-06-2025,Madhya Pradesh,Sehore,466111,28,21
16-06-2025,Madhya Pradesh,Sehore,466120,19,13
16-06-2025,Madhya Pradesh,Sehore,466661,14,7
08-07-2025,Madhya Pradesh,Sehore,466111,7,20
08-07-2025,Madhya Pradesh,Sehore,466221,7,10
08-07-2025,Madhya Pradesh,Sehore,466331,29,87
08-07-2025,Madhya Pradesh,Sehore,466446,5,6
08-07-2025,Madhya Pradesh,Sehore,466448,1,3
09-07-2025,Madhya Pradesh,Sehore,466113,3,10
09-07-2025,Madhya Pradesh,Sehore,466115,43,67
09-07-2025,Madhya Pradesh,Sehore,466117,1,0
09-07-2025,Madhya Pradesh,Sehore,466118,5,7
09-07-2025,Madhya Pradesh,Sehore,466445,11,10
09-07-2025,Madhya Pradesh,Sehore,466554,4,15
10-07-2025,Madhya Pradesh,Sehore,466554,4,14
13-07-2025,Madhya Pradesh,Sehore,466448,0,1
12-07-2025,Madhya Pradesh,Sehore,466115,33,53
12-07-2025,Madhya Pradesh,Sehore,466118,10,6
12-07-2025,Madhya Pradesh,Sehore,466120,8,8
12-07-2025,Madhya Pradesh,Sehore,466651,14,16
12-07-2025,Madhya Pradesh,Sehore,466661,9,17
16-07-2025,Madhya Pradesh,Sehore,466111,5,37
16-07-2025,Madhya Pradesh,Sehore,466446,4,17
16-07-2025,Madhya Pradesh,Sehore,466661,7,17
07-07-2025,Madhya Pradesh,Sehore,466115,42,59
07-07-2025,Madhya Pradesh,Sehore,466445,6,8
07-07-2025,Madhya Pradesh,Sehore,466554,2,1
07-07-2025,Madhya Pradesh,Sehore,466665,24,33
11-07-2025,Madhya Pradesh,Sehore,466111,11,21
11-07-2025,Madhya Pradesh,Sehore,466113,9,10
11-07-2025,Madhya Pradesh,Sehore,466118,10,4
11-07-2025,Madhya Pradesh,Sehore,466120,17,18
11-07-2025,Madhya Pradesh,Sehore,466665,4,8
14-07-2025,Madhya Pradesh,Sehore,466113,6,4
14-07-2025,Madhya Pradesh,Sehore,466120,29,20
14-07-2025,Madhya Pradesh,Sehore,466445,5,8
14-07-2025,Madhya Pradesh,Sehore,466448,5,6
14-07-2025,Madhya Pradesh,Sehore,466665,12,14
15-07-2025,Madhya Pradesh,Sehore,466115,90,67
